objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
435855,False,63.138.5,1963,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-043.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-043.jpg,[],"[{'constituentID': 161752, 'role': 'Artist', 'name': 'Eugène Carrière', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500007012', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q461464', 'gender': ''}]",European Paintings,Painting,The First Communion,,,,,,Artist,,Eugène Carrière,"French, Gournay-sur-Marne 1849–1906 Paris",,"Carrière, Eugène",French,1849,1906,,https://www.wikidata.org/wiki/Q461464,http://vocab.getty.edu/page/ulan/500007012,ca. 1896,1891,1901,Oil on canvas,25 3/4 x 21 in. (65.4 x 53.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 65.4, 'Width': 53.3}}]","Gift of Chester Dale, 1963",,,,,,,,,,,,Paintings,,,2023-09-23T04:54:55.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435855,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19913628,True,829
435856,False,1979.97,1979,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-015.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-015.jpg,[],"[{'constituentID': 161752, 'role': 'Artist', 'name': 'Eugène Carrière', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500007012', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q461464', 'gender': ''}]",European Paintings,Painting,Self-Portrait,,,,,,Artist,,Eugène Carrière,"French, Gournay-sur-Marne 1849–1906 Paris",,"Carrière, Eugène",French,1849,1906,,https://www.wikidata.org/wiki/Q461464,http://vocab.getty.edu/page/ulan/500007012,ca. 1893,1888,1898,Oil on canvas,16 1/4 x 12 7/8 in. (41.3 x 32.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 41.3, 'Width': 32.7}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.6675134, 'Height': 59.37262, 'Width': 51.117603}}]","Purchase, Albert Otten Foundation Gift, 1979",,,,,,,,,,,,Paintings,,,2023-10-19T04:55:11.483Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435856,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Self-portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300124534', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q192110'}]",https://www.wikidata.org/wiki/Q19912675,False,
435857,False,1989.138,1989,True,https://images.metmuseum.org/CRDImages/ep/original/DT6102.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT6102.jpg,[],"[{'constituentID': 107483, 'role': 'Artist', 'name': 'Théodore Caruelle d&#39;Aligny', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500028312', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q320899', 'gender': ''}]",European Paintings,Painting,Landscape with a Cave,,,,,,Artist,,Théodore Caruelle d'Aligny,"French, Chaumes, Nièvre 1798–1871 Lyon",,"Aligny, Théodore Caruelle d'",French,1798,1871,,https://www.wikidata.org/wiki/Q320899,http://vocab.getty.edu/page/ulan/500028312,,1818,1871,Oil on canvas,24 1/2 x 18 in. (62.2 x 45.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 62.2, 'Width': 45.7}}]","Catharine Lorillard Wolfe Collection, Wolfe Fund, 1989",,,,,,,,,,,,Paintings,,,2023-04-13T04:47:56.43Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435857,"[{'term': 'Caves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008746', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35509'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q19912459,True,
435858,False,07.225.253,1907,True,https://images.metmuseum.org/CRDImages/ep/original/DP-22305-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22305-001.jpg,[],"[{'constituentID': 161756, 'role': 'Artist', 'name': 'Francesco Casanova', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500006178', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q983804', 'gender': ''}]",European Paintings,Painting,Cavalier and Shepherd,,,,,,Artist,,Francesco Casanova,"Italian, London 1727–1803 Brühl",,"Casanova, Francesco",Italian,1727,1803,,https://www.wikidata.org/wiki/Q983804,http://vocab.getty.edu/page/ulan/500006178,,1747,1802,Oil on canvas,25 5/8 x 32 in. (65.1 x 81.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 65.1, 'Width': 81.3}}]","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings,,,2022-08-19T04:54:33.997Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435858,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Sheep', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250284', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7368'}, {'term': 'Shepherds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025617', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81710'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",https://www.wikidata.org/wiki/Q20168325,False,
435859,False,69.123,1969,True,https://images.metmuseum.org/CRDImages/ep/original/DT7237.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT7237.jpg,[],"[{'constituentID': 107486, 'role': 'Artist', 'name': 'Catena (Vincenzo di Biagio)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019821', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1968947', 'gender': ''}]",European Paintings,Painting,The Adoration of the Shepherds,,,,,,Artist,,Catena (Vincenzo di Biagio),"Italian, Venetian, active by 1506–died 1531",,Catena (Vincenzo di Biagio),Italian,1506,1531,,https://www.wikidata.org/wiki/Q1968947,http://vocab.getty.edu/page/ulan/500019821,probably after 1520,1506,1531,Oil on canvas,49 1/2 x 81 3/4 in. (125.7 x 207.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 125.7, 'Width': 207.6}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 9.525, 'Height': 146.6853, 'Width': 228.6005}}]","Purchase, Mrs. Charles S. Payson Gift, Gwynne Andrews Fund, special funds, and other gifts and bequests, 1969",,,,,,,,,,,,Paintings,,,2023-04-13T04:47:56.43Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435859,"[{'term': 'Adoration of the Shepherds', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000229', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1029715'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Joseph', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000953', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q128267'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q19905110,False,
435860,False,30.95.258,1930,True,https://images.metmuseum.org/CRDImages/ep/original/DP-22885-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22885-001.jpg,[],"[{'constituentID': 107486, 'role': 'Artist', 'name': 'Catena (Vincenzo di Biagio)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019821', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1968947', 'gender': ''}]",European Paintings,Painting,Portrait of a Venetian Senator,,,,,,Artist,,Catena (Vincenzo di Biagio),"Italian, Venetian, active by 1506–died 1531",,Catena (Vincenzo di Biagio),Italian,1506,1531,,https://www.wikidata.org/wiki/Q1968947,http://vocab.getty.edu/page/ulan/500019821,ca. 1525,1520,1530,Oil on canvas,27 1/4 x 24 in. (69.2 x 61 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 69.2, 'Width': 61}}]","Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",,,,,,,,,,,,Paintings,,,2023-04-12T04:47:32.507Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435860,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19912069,False,
435861,False,43.23,1943,True,https://images.metmuseum.org/CRDImages/ep/original/DP285749.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP285749.jpg,[],"[{'constituentID': 164197, 'role': 'Artist', 'name': 'Workshop of Bernardo Cavallino', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115268', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q822982', 'gender': ''}]",European Paintings,Painting,Saint Catherine of Alexandria,,,,,,Artist,Workshop of,Bernardo Cavallino,"Italian, Naples 1616–1656 Naples",,"Cavallino, Bernardo",Italian,1616,1656,,https://www.wikidata.org/wiki/Q822982,http://vocab.getty.edu/page/ulan/500115268,,1636,1654,Oil on canvas,50 1/4 x 40 1/4 in. (127.6 x 102.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 127.6, 'Width': 102.2}}]","Rogers Fund, 1943",,,,,,,,,,,,Paintings,,,2023-04-12T04:47:32.507Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435861,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Saint Catherine', 'AAT_URL': None, 'Wikidata_URL': None}]",https://www.wikidata.org/wiki/Q19912186,False,
435862,False,15.30.26,1915,True,https://images.metmuseum.org/CRDImages/ep/original/DP236347.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP236347.jpg,[],"[{'constituentID': 107487, 'role': 'Artist', 'name': 'Jean-Charles Cazin', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500002204', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q2778951', 'gender': ''}]",European Paintings,Painting,The Route Nationale at Samer,,,,,,Artist,,Jean-Charles Cazin,"French, Samer 1841–1901 Lavandou",,"Cazin, Jean-Charles",French,1841,1901,,https://www.wikidata.org/wiki/Q2778951,http://vocab.getty.edu/page/ulan/500002204,,1861,1901,Oil on canvas,41 1/2 x 48 1/4 in. (105.4 x 122.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 105.4, 'Width': 122.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.032512, 'Height': 125.41275, 'Width': 142.87529}}]","Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,,2023-11-09T04:56:44.023Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435862,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Donkeys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265959', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3537778'}, {'term': 'Carts', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300212695', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q234668'}, {'term': 'Roads', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34442'}]",https://www.wikidata.org/wiki/Q19913205,False,
435863,False,1982.35.1,1982,True,https://images.metmuseum.org/CRDImages/ep/original/DP-20591-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20591-001.jpg,[],"[{'constituentID': 163301, 'role': 'Artist', 'name': 'Cenni di Francesco di Ser Cenni', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500000459', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q2260399', 'gender': ''}]",European Paintings,Painting,Saint Catherine Disputing and Two Donors,,,,,,Artist,,Cenni di Francesco di Ser Cenni,"Italian, Florence, active by 1369–died 1415",,Cenni di Francesco di Ser Cenni,Italian,1369,1415,,https://www.wikidata.org/wiki/Q2260399,http://vocab.getty.edu/page/ulan/500000459,possibly ca. 1380,1375,1385,"Tempera on wood, gold ground","Overall, with engaged frame, 22 3/4 x 18 1/4 in. (57.8 x 46.4 cm); painted surface 21 1/4 x 16 3/4 in. (54 x 42.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 57.8, 'Width': 46.4}}]","Bequest of Jean Fowles, in memory of her first husband, R. Langton Douglas, 1981",,,,,,,,,,,,Paintings,,,2023-10-19T04:55:11.483Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435863,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Saint Catherine', 'AAT_URL': None, 'Wikidata_URL': None}]",https://www.wikidata.org/wiki/Q19905114,False,
435864,False,30.15,1930,True,https://images.metmuseum.org/CRDImages/ep/original/DP-29214-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-29214-001.jpg,[],"[{'constituentID': 164211, 'role': 'Artist', 'name': 'Giacomo Ceruti', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500016508', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q524248', 'gender': ''}]",European Paintings,Painting,A Woman with a Dog,,,,,,Artist,,Giacomo Ceruti,"Italian, Milan 1698–1767 Milan",,"Ceruti, Giacomo",Italian,1698,1767,,https://www.wikidata.org/wiki/Q524248,http://vocab.getty.edu/page/ulan/500016508,1740s,1740,1749,Oil on canvas,38 x 28 1/2 in. (96.5 x 72.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 96.5, 'Width': 72.4}}]","Maria DeWitt Jesup Fund, 1930",,,,,,,,,,,,Paintings,,,2023-11-20T12:17:35.617Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435864,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}]",https://www.wikidata.org/wiki/Q19905690,False,630
435866,False,61.103,1961,True,https://images.metmuseum.org/CRDImages/ep/original/DT1940.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1940.jpg,[],"[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,Apples,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1878–79,1878,1879,Oil on canvas,9 x 13 in. (22.9 x 33 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 22.9, 'Width': 33}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.255016, 'Height': 38.100075, 'Width': 47.625095}}]","The Mr. and Mrs. Henry Ittleson Jr. Purchase Fund, 1961",,,,,,,,,,,,Paintings,,,2023-04-21T04:46:32.55Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435866,"[{'term': 'Apples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266417', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q89'}, {'term': 'Still Life', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015638', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q170571'}]",https://www.wikidata.org/wiki/Q20168332,False,
435867,False,1976.201.12,1976,True,https://images.metmuseum.org/CRDImages/ep/original/DT1554.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1554.jpg,[],"[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,Bathers,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1874–75,1874,1875,Oil on canvas,15 x 18 1/8 in. (38.1 x 46 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 38.1, 'Width': 46}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 10.16, 'Height': 60.9601, 'Width': 68.5801}}]","Bequest of Joan Whitney Payson, 1975",,,,,,,,,,,,Paintings,,,2023-10-19T04:55:11.483Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435867,"[{'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}, {'term': 'Bathing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343854', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q327651'}]",https://www.wikidata.org/wiki/Q19905310,True,826
435868,True,61.101.1,1961,True,https://images.metmuseum.org/CRDImages/ep/original/DP231550.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP231550.jpg,"[""https://images.metmuseum.org/CRDImages/ep/original/CP d'orsay.jpg""]","[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,The Card Players,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1890–92,1890,1892,Oil on canvas,25 3/4 x 32 1/4 in. (65.4 x 81.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 65.4, 'Width': 81.9}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 11.43, 'Height': 91.4402, 'Width': 109.2202}}]","Bequest of Stephen C. Clark, 1960",,,,,,,,,,,,Paintings,,,2023-11-04T04:56:37.257Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435868,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Playing Cards', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300211294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q47883'}, {'term': 'Smoking', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300380156', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q662860'}, {'term': 'Games', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300069657', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11410'}, {'term': 'Pipes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300248067', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q104526'}]",https://www.wikidata.org/wiki/Q19911459,True,826
435869,False,1993.400.1,1993,True,https://images.metmuseum.org/CRDImages/ep/original/DT1977.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1977.jpg,[],"[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1866,1866,1866,Oil on canvas,25 5/8 x 21 1/2 in. (65.1 x 54.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 65.1, 'Width': 54.6}}]","The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,,2023-11-07T04:56:25.917Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435869,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Cross', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300235443', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40843'}, {'term': 'Monks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025765', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q733786'}]",https://www.wikidata.org/wiki/Q19911720,True,823
435870,False,53.140.1,1953,True,https://images.metmuseum.org/CRDImages/ep/original/DT1408.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1408.jpg,[],"[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle",,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1866,1866,1866,Oil on canvas,31 3/8 x 25 1/4 in. (79.7 x 64.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 79.7, 'Width': 64.1}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 7.62, 'Height': 99.0602, 'Width': 82.5502}}]","Wolfe Fund, 1951; acquired from The Museum of Modern Art, Lillie P. Bliss Collection",,,,,,,,,,,,Paintings,,,2023-11-04T04:56:37.257Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435870,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19911573,True,826
435871,False,57.181,1957,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-047.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-047.jpg,[],"[{'constituentID': 161761, 'role': 'Artist', 'name': 'Paul Cézanne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004793', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q35548', 'gender': ''}]",European Paintings,Painting,Gardanne,,,,,,Artist,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839,1906,,https://www.wikidata.org/wiki/Q35548,http://vocab.getty.edu/page/ulan/500004793,1885–86,1885,1886,Oil on canvas,31 1/2 x 25 1/4 in. (80 x 64.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 80, 'Width': 64.1}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.35, 'Height': 106.6802, 'Width': 88.9002}}, {'elementName': 'Glazing', 'elementDescription': None, 'elementMeasurements': {'Height': 80.645164, 'Width': 64.77013}}]","Gift of Dr. and Mrs. Franz H. Hirschland, 1957",,,,,,,,,,,,Paintings,,,2023-11-04T04:56:37.257Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435871,"[{'term': 'Towns', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008375', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3957'}, {'term': 'Buildings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300004789', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q41176'}]",https://www.wikidata.org/wiki/Q19911801,True,
