objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
436885,False,1986.147,1986,True,https://images.metmuseum.org/CRDImages/ep/original/DT8310.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT8310.jpg,['https://images.metmuseum.org/CRDImages/ep/original/Liberale 1986 IRR.jpg'],"[{'constituentID': 164157, 'role': 'Artist', 'name': 'Liberale da Verona', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500006509', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1374872', 'gender': ''}]",European Paintings,"Painting, cassone panel",Scene from a Novella,,,,,,Artist,,Liberale da Verona,"Italian, Verona ca. 1445–1527/29 Verona",,Liberale da Verona,Italian,1445,1529,,https://www.wikidata.org/wiki/Q1374872,http://vocab.getty.edu/page/ulan/500006509,,1467,1476,Tempera on wood,13 x 16 1/8 in. (33 x 41 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 33, 'Width': 41}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.8575, 'Height': 48.2601, 'Width': 59.0551}}]","Gwynne Andrews Fund, 1986",,,,,,,,,,,,Paintings,,,2023-11-18T04:57:10.787Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436885,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q20166938,False,604
436886,False,16.148.2,1916,False,,,[],"[{'constituentID': 162069, 'role': 'Artist', 'name': 'Max Liebermann', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115690', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q158062', 'gender': ''}]",European Paintings,Painting,The Ropewalk in Edam,,,,,,Artist,,Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Liebermann, Max",German,1847,1935,,https://www.wikidata.org/wiki/Q158062,http://vocab.getty.edu/page/ulan/500115690,1904,1904,1904,Oil on canvas,39 3/4 x 28 in. (101 x 71.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 101, 'Width': 71.1}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.7, 'Height': 130.8103, 'Width': 100.3302}}]","Reisinger Fund, 1916",,,,,,,,,,,,Paintings,,,2023-10-19T04:55:11.483Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436886,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Forests', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300387598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4421'}, {'term': 'Working', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412186', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q6958747'}]",https://www.wikidata.org/wiki/Q19905225,False,827
436887,False,41.67,1941,True,https://images.metmuseum.org/CRDImages/ep/original/ep41.67.R.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.67.R.jpg,[],"[{'constituentID': 108647, 'role': 'Artist', 'name': 'Friedrich Johann Gottlieb Lieder', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500031619', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1415414', 'gender': ''}]",European Paintings,"Painting, miniature",Prince Klemens Wenzel Lothar von Metternich (1773–1859),,,,,,Artist,,Friedrich Johann Gottlieb Lieder,"German, 1780–1859",,"Lieder, Friedrich Johann Gottlieb",German,1780,1859,,https://www.wikidata.org/wiki/Q1415414,http://vocab.getty.edu/page/ulan/500031619,1822,1822,1822,Card laid on recent support,"Oval, 8 3/4 x 6 3/4 in. (224 x 172 mm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 22.2, 'Width': 17.1}}]","Fletcher Fund, 1941",,,,,,,,,,,,Miniatures,,,2023-09-16T04:54:53.55Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436887,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19913819,False,
436888,False,1991.443,1991,True,https://images.metmuseum.org/CRDImages/ep/original/DP-17371-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17371-001.jpg,[],"[{'constituentID': 162072, 'role': 'Artist', 'name': 'Jacopo Ligozzi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500011933', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1337128', 'gender': ''}]",European Paintings,Painting,Allegory of Avarice,,,,,,Artist,,Jacopo Ligozzi,"Italian, Verona 1547–1627 Florence",,"Ligozzi, Jacopo",Italian,1547,1627,,https://www.wikidata.org/wiki/Q1337128,http://vocab.getty.edu/page/ulan/500011933,,1567,1626,Oil on canvas,54 7/8 x 33 1/4 in. (139.4 x 84.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 139.4, 'Width': 84.5}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.350013, 'Height': 154.9403, 'Width': 97.7902}}]","Gift of Eric Seiler and Darcy Bradbury, and Edward A. and Karen S. W. Friedman, 1991",,,,,,,,,,,,Paintings,,,2023-02-25T04:47:23.69Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436888,"[{'term': 'Allegory', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055866', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q18535'}, {'term': 'Skeletons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300191778', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7881'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19905097,False,
436889,False,71.123,1871,True,https://images.metmuseum.org/CRDImages/ep/original/DP145943.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP145943.jpg,[],"[{'constituentID': 107929, 'role': 'Artist', 'name': 'Johannes Lingelbach', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500005640', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q629856', 'gender': ''}]",European Paintings,Painting,Peasants Dancing,,,,,,Artist,,Johannes Lingelbach,"Dutch, Frankfurt 1622–1674 Amsterdam",,"Lingelbach, Johannes",Dutch,1622,1674,,https://www.wikidata.org/wiki/Q629856,http://vocab.getty.edu/page/ulan/500005640,1651,1651,1651,Oil on canvas,26 1/2 x 29 1/2 in. (67.3 x 74.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 67.3, 'Width': 74.9}}]","Purchase, 1871",,,,,,,,,,,,Paintings,,,2023-05-19T04:53:50.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436889,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dancing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300389779', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43393537'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}]",https://www.wikidata.org/wiki/Q19912419,True,
436890,False,71.23,1871,True,https://images.metmuseum.org/CRDImages/ep/original/DP143186.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP143186.jpg,[],"[{'constituentID': 107929, 'role': 'Artist', 'name': 'Johannes Lingelbach', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500005640', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q629856', 'gender': ''}]",European Paintings,Painting,Battle Scene,,,,,,Artist,,Johannes Lingelbach,"Dutch, Frankfurt 1622–1674 Amsterdam",,"Lingelbach, Johannes",Dutch,1622,1674,,https://www.wikidata.org/wiki/Q629856,http://vocab.getty.edu/page/ulan/500005640,1671,1671,1671,Oil on canvas,44 3/8 x 63 1/4 in. (112.7 x 160.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 112.7, 'Width': 160.7}}]","Purchase, 1871",,,,,,,,,,,,Paintings,,,2023-05-19T04:53:50.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436890,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Battles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185692', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178561'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q19913300,False,
436891,False,1989.225,1989,True,https://images.metmuseum.org/CRDImages/ep/original/DT6144.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT6144.jpg,[],"[{'constituentID': 107932, 'role': 'Artist', 'name': 'Andrea di Lione', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500005205', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q2846442', 'gender': ''}]",European Paintings,Painting,Tobit Burying the Dead,,,,,,Artist,,Andrea di Lione,"Italian, Naples 1610–1685 Naples",,"Lione, Andrea di",Italian,1610,1685,,https://www.wikidata.org/wiki/Q2846442,http://vocab.getty.edu/page/ulan/500005205,1640s,1640,1649,Oil on canvas,50 1/4 x 68 1/2 in. (127.6 x 174 cm),"[{'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.8900175, 'Height': 158.75032, 'Width': 205.74042}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 127.6, 'Width': 174}}]","Gwynne Andrews Fund, 1989",,,,,,,,,,,,Paintings,,,2023-11-17T04:57:18.463Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436891,"[{'term': 'Ruins', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008057', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q109607'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Death', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300151836', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4'}]",https://www.wikidata.org/wiki/Q19905373,False,
436892,True,49.7.10,1949,True,https://images.metmuseum.org/CRDImages/ep/original/DP243637.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP243637.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/DT5280.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/SF lippi detail.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/SF underdrawing.jpg']","[{'constituentID': 162076, 'role': 'Artist', 'name': 'Filippino Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018029', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q296265', 'gender': ''}]",European Paintings,Painting,Madonna and Child,,,,,,Artist,,Filippino Lippi,"Italian, Prato ca. 1457–1504 Florence",,"Lippi, Filippino",Italian,1457,1504,,https://www.wikidata.org/wiki/Q296265,http://vocab.getty.edu/page/ulan/500018029,ca. 1483–84,1483,1484,"Tempera, oil, and gold on wood",32 x 23 1/2 in. (81.3 x 59.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 81.3, 'Width': 59.7}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 17.780035, 'Height': 127.00025, 'Width': 104.77521}}]","The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,,2023-11-18T04:57:10.787Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436892,"[{'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}]",https://www.wikidata.org/wiki/Q19911420,True,604
436893,False,12.168,1912,True,https://images.metmuseum.org/CRDImages/ep/original/DP-21983-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-21983-001.jpg,[],"[{'constituentID': 162076, 'role': 'Artist', 'name': 'Workshop of Filippino Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018029', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q296265', 'gender': ''}]",European Paintings,Painting,The Descent from the Cross,,,,,,Artist,Workshop of,Filippino Lippi,"Italian, Prato ca. 1457–1504 Florence",,"Lippi, Filippino",Italian,1457,1504,,https://www.wikidata.org/wiki/Q296265,http://vocab.getty.edu/page/ulan/500018029,,1477,1504,Tempera on wood,22 x 16 in. (55.9 x 40.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 55.9, 'Width': 40.6}}]","John Stewart Kennedy Fund, 1912",,,,,,,,,,,,Paintings,,,2023-04-12T04:47:32.507Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436893,"[{'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Skulls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300191856', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13147'}, {'term': 'Mary Magdalene', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000161', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q63070'}, {'term': 'Saint John the Evangelist', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001171', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q328804'}, {'term': 'Descent from the Cross', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000462', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13365963'}, {'term': 'Ladders', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300022376', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q168639'}]",https://www.wikidata.org/wiki/Q19912286,False,
436894,False,1982.73,1982,True,https://images.metmuseum.org/CRDImages/ep/original/DT7272.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT7272.jpg,[],"[{'constituentID': 162076, 'role': 'Artist', 'name': 'Workshop of Filippino Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018029', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q296265', 'gender': ''}]",European Paintings,Painting fragment,The Virgin of the Nativity,,,,,,Artist,Workshop of,Filippino Lippi,"Italian, Prato ca. 1457–1504 Florence",,"Lippi, Filippino",Italian,1457,1504,,https://www.wikidata.org/wiki/Q296265,http://vocab.getty.edu/page/ulan/500018029,probably ca. 1500,1495,1505,Tempera and gold on wood,12 3/4 x 9 3/4 in. (32.4 x 24.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 32.4, 'Width': 24.8}}]","Gift of Donald S. Klopfer, 1982",,,,,,,,,,,,Paintings,,,2022-06-23T05:07:00.16Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436894,"[{'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}]",https://www.wikidata.org/wiki/Q19913301,False,
436895,False,49.7.9,1949,True,https://images.metmuseum.org/CRDImages/ep/original/DP-20746-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20746-001.jpg,['https://images.metmuseum.org/CRDImages/ep/original/F_49_7_9.jpg'],"[{'constituentID': 107934, 'role': 'Artist', 'name': 'Fra Filippo Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019158', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q205148', 'gender': ''}]",European Paintings,Painting,Madonna and Child Enthroned with Two Angels,,,,,,Artist,,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,,https://www.wikidata.org/wiki/Q205148,http://vocab.getty.edu/page/ulan/500019158,ca. 1440,1435,1445,"Tempera and gold on wood, transferred from wood","Arched top, 48 1/4 x 24 3/4 in. (122.6 x 62.9 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 122.6, 'Width': 62.9}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.255, 'Height': 139.7003, 'Width': 80.6452}}]","The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,,2023-11-17T04:57:18.463Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436895,"[{'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Books', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028051', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q571'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}]",https://www.wikidata.org/wiki/Q3842542,True,603
436896,True,89.15.19,1889,True,https://images.metmuseum.org/CRDImages/ep/original/DP159891.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP159891.jpg,['https://images.metmuseum.org/CRDImages/ep/original/LC-89_15_19-IRR.jpg'],"[{'constituentID': 107934, 'role': 'Artist', 'name': 'Fra Filippo Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019158', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q205148', 'gender': ''}]",European Paintings,Painting,Portrait of a Woman with a Man at a Casement,,,,,,Artist,,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,,https://www.wikidata.org/wiki/Q205148,http://vocab.getty.edu/page/ulan/500019158,ca. 1440,1435,1445,Tempera on wood,25 1/4 x 16 1/2 in. (64.1 x 41.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 64.1, 'Width': 41.9}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 15.24, 'Height': 94.6152, 'Width': 71.1201}}]","Marquand Collection, Gift of Henry G. Marquand, 1889",,,,,,,,,,,,Paintings,,,2023-11-17T04:57:18.463Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436896,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Profiles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300123319', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4382010'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q3937681,True,602
436897,False,35.31.1a–c,1935,True,https://images.metmuseum.org/CRDImages/ep/original/DP-17016-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17016-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/DP-24384-001.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/DP-24384-003.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Lippi Altarpiece 1.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Lippi Altarpiece 2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Filippo Lippi nocap.jpg']","[{'constituentID': 107934, 'role': 'Artist', 'name': 'Fra Filippo Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019158', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q205148', 'gender': ''}]",European Paintings,"Painting, altarpiece",Saint Lawrence Enthroned with Saints and Donors,,,,,,Artist,,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,,https://www.wikidata.org/wiki/Q205148,http://vocab.getty.edu/page/ulan/500019158,1440s,1440,1449,"Tempera on wood, gold ground","Central panel (a), overall, with arched top and added strips, 47 3/4 x 45 1/2 in. (121.3 x 115.6 cm); right panel (b) 28 1/2 x 15 3/8 in. (72.4 x 39.1 cm); left panel (c) 28 1/2 x 15 1/2 in. (72.4 x 39.4 cm) [panels substantially altered in size and shape","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 121.3, 'Width': 115.6}}]","Rogers Fund, 1935",,,,,,,,,,,,Paintings,,,2023-11-17T04:57:18.463Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436897,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Saint Lawrence', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001055', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q17590'}, {'term': 'Saints', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300150555', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43115'}]",https://www.wikidata.org/wiki/Q3538918,False,603
436898,False,17.89,1917,True,https://images.metmuseum.org/CRDImages/ep/original/DP254797.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP254797.jpg,[],"[{'constituentID': 107934, 'role': 'Artist', 'name': 'Fra Filippo Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019158', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q205148', 'gender': ''}]",European Paintings,"Painting, drawing","Saints Augustine and Francis, a Bishop Saint, and Saint Benedict",,,,,,Artist,,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,,https://www.wikidata.org/wiki/Q205148,http://vocab.getty.edu/page/ulan/500019158,,1426,1469,"Tempera on paper, laid down on canvas, transferred from wood",56 x 39 1/2 in. (142.2 x 100.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 142.2, 'Width': 100.3}}]","Rogers Fund, 1917",,,,,,,,,,,,Pastels & Oil Sketches on Paper,,,2023-09-16T04:54:53.55Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436898,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Bishops', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025756', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q29182'}, {'term': 'Saint Francis', 'AAT_URL': 'http://vocab.getty.edu/page/ulan/500349636', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q676555'}, {'term': 'Saints', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300150555', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43115'}]",https://www.wikidata.org/wiki/Q3949327,False,
436899,False,43.98.2,1943,True,https://images.metmuseum.org/CRDImages/ep/original/ep43.98.2.bw.R.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/ep43.98.2.bw.R.jpg,[],"[{'constituentID': 107934, 'role': 'Artist', 'name': 'Workshop of Fra Filippo Lippi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500019158', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q205148', 'gender': ''}]",European Paintings,Painting,The Annunciation,,,,,,Artist,Workshop of,Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo",Italian,1406,1469,,https://www.wikidata.org/wiki/Q205148,http://vocab.getty.edu/page/ulan/500019158,,1426,1469,Tempera on wood,15 7/8 x 27 1/2 in. (40.3 x 69.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.3, 'Width': 69.9}}]","Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",,,,,,,,,,,,Paintings,,,2023-04-18T17:52:36.163Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436899,"[{'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Archangel Gabriel', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000493', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81989'}, {'term': 'Annunciation', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412102', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q154326'}]",https://www.wikidata.org/wiki/Q19912420,False,
